user_address,amount,percent,LV aidrop,LV total supply,LV bag P0.05%,LV bag total,,,,,,,,,,,,,
0x56b271b7289c9c0b2e16db7fab065ba2586dbb89,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x889e2c18d4a8ec2637fcaac6f35f219d350579a5,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xd0c738f289deb12ac0b8587235fb015357ba1eb4,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xf14a9c6ab5a59f46e5b676405ed5ad0a0a6b87d6,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x7a28c4cef82afee0605c45219b36ee5690f42aa6,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x36671c0d2db7299ea7f6464bc629ead670779e67,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8829e61fda2e8805db11ec43b474cee04d7234ba,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5efeb95d7e6a729efcdb7a225b8758febb03168a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe9a1ae78abe238681e96809ef2c3ca138c96c748,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc043d0d2ce221c10bb9509bd6884a16776cd5f2d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x645206b8aad85aa63971e7ac6e88abe5458a9694,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xb4ef189d3518d323c22129c741b1061b8be18908,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xeba11ff5f277695b648f6d5d0eae89c8da1b6b2e,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x109fa21d663587b3d487a7a87876b896c8a2bc7b,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x94c4e358d53e5a77a2a9325468fdf958519a939c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xdf03f07b054210004783d07855ddaa4ae149b032,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xd3b32677926fad913debcdd1bcc26d2005e51f28,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa872b436a757faaf8e10d7b82c49219d58e6aea8,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x09343d7d26057ac4d8ac6abf9cfe104c645bad6b,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe5b0eff4372ba0a999ebcd4a04757c0c5228dee7,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe74132ae58ee711e5195792bc6352df53d41bc45,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x13920fff882f215ddc58e4f46c69c076f0d15e66,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5ec2155a33e4d710822f897ebe05be9a4ece5b60,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xb87e87049fe007273ed655af8f8e8c7fc5128a4a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe95071e958e048644385feb515f0c29c8a19873f,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3db16d54a1a3bdb3641878b50b9f5dafcd0da2ee,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8da0ac963b789f050ea7c16205398d0134fd18d6,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xcd4bc69dc69acb3532f0f99cbce7d3c869b803f7,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xca41af9fb2f88bc6594ef5aa63202a6eae5f2eea,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x4ef1c75d6547e34fa9ec678996371e680afc8d06,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x4363e4e75c2a896ce00da2ea92fcb3ea75c25b58,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3c190243c9ceddf5a46390d672be8952e755ef51,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8a0d711f40611e6607630f8a19ca127886782be4,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x08299d244c21bee544808c911fd3dea59051ecc0,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xf9967492468dc1c44a1a452f7eca80e0a5e406f0,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x84ae8d1bdf3e90eaa1e5560a088ee6d4edbe8ad2,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x4494916c436de0942308810b6143862f595c4403,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa3e7690535d498659b5abb0a51ce802662e97bca,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8bd8e8522ebf71a4409b0cfa305d118967e42434,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3341c0c7db6df8f30d2989e8969af4c37f027f64,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x9b4ea5181e7a8f7e5a33ae7fd0f10eac0ca40c6c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x346bc0d0937c15d65fb04558c3bb1a5ae998eee1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xdc167fe76ddf75c6ad42aa609cc61cafc94ebd82,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x20b6f63e741c459c954bd556d49338affa7620c4,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xd41f095d56336f75280aac1472f89d16fd56c1fb,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x64d249ba27a87c0118468043a95d068cab045a93,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x2342529dfae5447c5feb3950f57f2e773b11a365,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x2bce76d419a4ad4f47af7e0fca16cca118b60a47,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3eb5f56ff6e659ef59f70047cacda342cfec443f,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x100ee93639b5bb81cf1fb694f3874cc336439bc6,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x82dcc235c01d3de5d420c55ffad008eb7dea0db7,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x7f7baa1fa53bc81b4f6b6aea5988220882cf9a14,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xaf819b022241b5e1c93e58b6c8eb3fad58570ee8,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xcd0c2cc9b5e73ba272d6e7f0434735ca8d7d88d1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe24fe13dc0608485c01add8ca3be999778d60740,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3c9aa8af161464c3e0829872906bdb1e6a5a1e4c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5f79c4d427e4d31cc2425bf42ea9ad3a34a24690,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x4dda47d447043b301e490432e91dfa7d9b03031e,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xd3a82f3120acc06b417cf8bbefee0750cf15b1dc,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc871bcc4ffb66da4a873de8a9450d32d686e7c7e,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x262b78a79abdff2bd80ad2f12612f6683aece3ce,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x4da6acc0f2d770efe7d14ff2a6953ebf4b4a35d1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x96689cc3113d7db5844593382009aeb4dff6bf27,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa1a2786b129c5b003de888a0e99873ac8c7b416a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x1be9e29b4d175b525d64fa94937fc9d3de970636,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xab70d7bfe02af20f420023d2dc61983bdf33a0c2,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x05f50c3a2f57b934063005a4223112243f5294ae,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5d6eec748761591d109f8c73cb0a140beb7ede25,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3c97bb0c84a2f108ecec508be1d5be39eea8c64e,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x453ce2fc6f590e5af3d83c38edd7add77dee0110,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x95523f6ef99ccc406c3f81f1b15ad6f5a11d9f8d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x1d536432ddf28f57d3fbf9c84160fa7a94b701c3,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3f83ef64b4f8d0c0b478ac5206e5d36f9077c86f,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa5fe94bc1e5c7d7d10ec79cfe13467ae41f00f7a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5fc2709945735de4ec3c60e49099356274528125,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3c2b81a3cf5bf57cc2a4d37cc713c0c439a095a4,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe9456e18f8c9519eefd0525df7bac1e9ab46de1b,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x450b39df9d3bc24d66e6bc3e1feb0065bf250aa7,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xada339cd9a92c77b35c0c810f9c65bf3397a5d1f,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xecd09bb27927ab28e115b7ee0fe8f8d5f79eb84c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xad660b44737d123ffdb13a5a90e7c5ebbb418b67,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa3908b338a2a0f5208ba7fc87a5feffe3e515696,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xfb1a0f7ec49eeaf6715cd60d7549e5f71d89f82d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xfce2a4998144c5bd2ebc3aa5dca2e8b017cb08c1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa52fef475f397f8e9b185c9f7ed4a250b9dddd9a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x59b1200e3107077de7e47d082d379ac11ba135c0,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xfc26db5a16e079f4ab8ea96dbdc61139edc770a3,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xfaeb3552d0326ef5370ffd435a9578e670adc49e,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3a9f31aeb69b680f3d9bc4feb3dec9cbebb7693a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x2321be6a98555762e7fa053624116f1249da4716,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x7e5330f073e6b455e772cadcc1f80c3d6ee59f47,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xcc43cebf4ac39f955846637b2fd8c08ac61c4339,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xed5269ed3db1a75ade7928f38a2ac32ac090d2a2,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xee5eff35d4072ec02e51b0aa22eaeff186c2dabb,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x23794fb81cef78936dbe7173125f9c738f020f43,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x63eb021aefd3aad49a5edd7b547707fb9b19f1bb,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x01b86aeebcd1ff94ac1195cfc8fd9e39db24db45,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc5882aa7628220f03aaaf23153b167f52ee9c5f4,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x021998c02d57c47baccce78b77ce5db3fc306ab8,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xb9f7d053f300eebf9a87dd0fa343930d0d89dcbc,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3c7a4bc5a6ee491c35fa95eca107cd5589c91e34,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x335a443b9110bd635780fdc74790b6eff19a1f9c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x706f7ba78889959fa582a484134f0c38abe6f732,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe1087b9e50d72baa3176963bb3b08395ad3899a4,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xff75b36bfe23d5a19a4970d931b21cb9f0398a0a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xaeb894bbeb4e48bb496226beef6b4137dcd468d2,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xb609de87a224d0ccbb20aea3e272f77fdbc5a548,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x311c8ba2599b64522605a32f656d3f15d6396a5d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3be609ecd004f60211e211e8dcaae09bcc205420,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x575e0978505344a804823d05e1bce36185308a00,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x9ec3c81d70e12ff833722d133b0810073273b1d6,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5b261d60448555cbf6772f1aa57045b545b7cd10,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xb91c5c374116c238440157bdc21e6ea76604f1db,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x17480269103641cbc44b304474104d8cfadf5ebf,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8aae28f624b6fd95299324287ae79ad4d0169809,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x527b49bb601e95e3a8e27d485ba161d7cae00650,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc20c348cfcfdbe07d70da115274a9ac94bcb870d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc3a9bf04d1b98967f5b8360f388f5ca100b41762,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x7cefa3891caa822f858d16fd8955b86af24df19a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8b45706f49474733febd09dd2c96e39ff5fd5ecd,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x12f2a63686ee86e6d915cee4fc019eb31d5027c5,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xfa3cc3ee78164f05b38bba2ad64818a20c96163f,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x1bf05274f26719e4dc9ec6a48edd4ba794c34a1c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xdc05c54d9724b572b762f9bf7972c7830ccb91b3,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xade0ba142414fbaabd9674cbf335971971fe0e98,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x320231504ebd0df2421cb922856a254d1a66c705,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x38adc9bea5e69218bfea49e9a1d41fbc1d0dbe17,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3844a388c886717d4df4dd24a9ab8f9e42447842,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x7b0eba6dbe9527064b0ff867747d911d1e0e7538,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa8ea81bfa4d6c88316e282212cceba9fd0305ff6,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x17e2fa21d35d8b61dd64e65574e03e59e3d4b409,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x9f73d3da3bb7fbc0ffe9d064f9def9adb29cdea3,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xf71f44fc31a395608df5de81bac525345d561f00,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x9980890b8dcc3a6ff9ac03de638b62c0e3a15bb9,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x0041a0a3bd3bf5c325e81064a711acdd79bbf9ca,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xcb854cbd3c3916049c3e1ab922ef7b19622f642c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x1ce0f4e59f69bff9fd1be0dc67dbc6a9006599a1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8a5ee8277a6ab6e94f5fc7b5556d7a4ad524649b,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xadea5f197eb0ee6ddbeadef1a34f449e510d36b1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xfffbd9696ac695f214f989fef439136878929d54,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x6b04ea8a5b16f19cdbcc668650dc63d50eea044d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc52e97df9345505457d3006722664807d2855945,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x0fed295cb6520f1fc22c263273f01759a708e2e1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x0419c0da45f4206698ba314c90d6494a66985b4d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xb9a87fc6b19566ca113f3af0462419c353e1d626,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x6b13ff68b481500e6aa4689a68140dd250117d75,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x63a69db01c5d6d0cd20f1842752fae1014f9e35d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5a63cdc5705676df3f4cb9a78f2c88d491b3b085,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xf999d4af70fed3dd46a4b374aee9f6e78876dc26,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xaf339242247a4ef57eca78bcc2c4c2a5ffff4582,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xbcb1b4687df7847dff80c6175be2c2fc59fc99fe,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x1941bc576b2551dbb544a5a72d9a272bba2824cd,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x7c779bc34fd4ed0110fa349677debdb7dfdd6216,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x04ddce22e6ae0e149aefad50acc847638504eb47,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xef00e95732a930ed1f6662357d4842104b4f833f,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x320815d20c0887a12465cd67b168a62ab2a8ca84,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x998c9bb2de1e559655da6d85ac5ee7e486c42b9d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xd50b853b5e96248ae9cd92b9feeb35b44f465442,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x10a01d1a486ecd8d32af02d7c7eeb95a39dbeb58,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x2eb0db4388673e3dba67955cbf3002a29b00345c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x05e37cb174334b75a5854991eab5c621f7ea22fa,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x4c189208f1a6e4275588b146b5eb7c3e9a4faa9d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x27a9602f6336c1e97d8af64888da4793395a1c06,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x517e54e4baa30f0d228f60d27320ba39b7ab0f63,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc31203431e55e68f5084d04f1fd137d64c5c2ad1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5695a41f3c5ce91fe1fa3aea65eccc232b1e0c62,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x52a0d9b270d6dce957edec2eb05612834ddf61a0,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x6f5ea2d4abcbea3f8caf73da8b33625a7249b2bb,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5d64e961374b612b2f2ef617e8dc02b75de101ef,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x6e50d4e62a19f24ad336da31ae0a7cc0d9789544,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x42b1dc92e5a66d9cc74f260be9f9eb0f0f75e47e,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xca4cd9ef5cf4aaacf3fa65eafb78a56c29aa48a0,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x5682bc9579895cdb7209157a8aa276672f3a1965,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x0d54e98680aa3f63d1d645a511f4bdac9eb26060,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x6dfa853b15553a1a9fa8ae2373ddf21480c1ecd4,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa3957e7022397a14ffdfedae57eea56c5b0e59bc,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x812962153e25496b4f68f0aa26a66d27cecbb318,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc6bd5a9d367146e10947dd11f085cfdcd516b91c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xd1e4c8f86ebedcdfb14da7c9590eea404cf475d7,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x3ec52897dbdf2ef19998b56dddf8afce3058cc1a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xcded58b98964068a0ad5eaf4e3934a40f719eedc,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x6a2cec6e89b7f164a5580d6b73bf2f613266d626,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xbc8c2dfdf6c760f5e7ab9b526a85e44919b34189,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xadc5743509848e0311903149d547344dedacdfc5,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa2338189d68408da860d780d6bd37e88a94fc5a3,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xd28312ddff6b68951c065f2312bfdf9fed2152e1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x2acfb64225c4c32b15533343b7a9c1a16ffcd8f6,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x2604416d838b47a69089d444c5cd712a492d1956,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x0957674eb640a43f159dccfcc3d5d847cec61e6d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x019739748b80226d12e0b7865d2eab4021dae0e9,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x521692518eb2cc3a3137e5082a864ba562936137,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x011e6dbb20cca18c7c1912a3e03e8ab6dcf19560,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x0b0273c9f03ebb712434b4d39ca368c52a9bc1b5,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xdca01fee2920057036860141043a1dd86f26d0c1,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x997b0cedd9470693dbb1e44486933eda716b30fa,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x34c03cf026cd61d37f5f3d912d56a6d6cf4fe4cb,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xdd03ad6d6ac91f47fa78049b54f03c4709199f86,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xb3e9474651f432632a8db50fe09118e4100746a7,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe21736864d0e65f3e7e38a000bc7241203e3e1e6,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xf4a6f476f1fa74a69954371cab052a6baef791f8,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x4065de486e7d857bdcb28cb215b91da48c3b5afe,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa7c18d6dae81cbd6d4a71bf2a168b3c3ba51bfb5,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x60949edb50aea3bf243f72b6980849feff9fcae3,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe7877356687a01fda1032ffd09f65dee69f3203a,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x305abfa39266683697a23c2f1c747f5d5da8a7cf,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8958b1f85073b1425959321d340451d1b5e6355f,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x8f847164e0aad3c9b7ee00fb9e594e0ffee18d5e,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xec26d975555b7de5c97a6aa88b4e4a0e5da1137c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xa3ead24880b30ea60762ded55a842ac1198aa03d,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x27fe5531f9cc0d5f972aff14f448029383d84a34,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xe860f0e874afda1a34a0f86a083688b10cd9619c,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x68d484212d80df6fc1da80b2ff328e4c1e06ecb4,100,0.167%,836.33,,,,,,,,,,,,,,,,
0x37e592d4de66abcc69e1fa55febecf95e3239832,100,0.167%,836.33,,,,,,,,,,,,,,,,
0xc82827db815418e41eaebb2a03432dad786b44f4,99,0.166%,827.97,,,,,,,,,,,,,,,,
0xed660ecd1408ad5e336fa688bf5e32168669637f,99,0.166%,827.97,,,,,,,,,,,,,,,,
0xea92e762492a6fdd214492356663277e694f6edd,99,0.166%,827.97,,,,,,,,,,,,,,,,
0xb6c9ee6da7f5673d7aafdcaae09da9f93427d886,99,0.166%,827.97,,,,,,,,,,,,,,,,
0x535e55bee88a79f4e1f1d4eaf154d38d4cea809e,99,0.166%,827.97,,,,,,,,,,,,,,,,
0x9bac19e83ce2b6bb5668b10217a4536315beb786,99,0.166%,827.97,,,,,,,,,,,,,,,,
0x3e0cafcb4750851b2da7d568c6b9c18276ae814e,99,0.166%,827.97,,,,,,,,,,,,,,,,
0xd12ca9514cafcd7261bed5005a2405c9c8263ad3,99,0.166%,827.97,,,,,,,,,,,,,,,,
0xf776ef192141daf1961663a74cca78c8dae44323,99,0.166%,827.97,,,,,,,,,,,,,,,,
0xb1692472b4a5331338dc985ee5b9c478f6f0b445,99,0.166%,827.97,,,,,,,,,,,,,,,,
0x2f374f7edff868f53add0fbdb7af8c9d1907d1a8,99,0.166%,827.97,,,,,,,,,,,,,,,,
